ngram,freq,High,Low,Medium,None,max.value,max.prop
의/JKG;별따기/NNG,1,0,0,1,0,Medium,1
의/JKG;보건/NNG,1,0,1,0,0,Low,1
의/JKG;복식관/NNG,1,0,1,0,0,Low,1
의/JKG;비극/NNG,1,0,1,0,0,Low,1
의/JKG;비밀/NNG,1,0,0,1,0,Medium,1
의/JKG;비전/NNG,1,1,0,0,0,High,1
의/JKG;사람/NNG,1,0,0,1,0,Medium,1
의/JKG;사랑/NNG,1,1,0,0,0,High,1
의/JKG;사용/NNG,1,0,0,1,0,Medium,1
의/JKG;사회/NNG,1,0,0,1,0,Medium,1
의/JKG;살/NNG,1,0,0,1,0,Medium,1
의/JKG;삶/NNG,1,0,0,1,0,Medium,1
의/JKG;상징/NNG,1,0,0,1,0,Medium,1
의/JKG;색깔/NNG,1,0,0,1,0,Medium,1
의/JKG;석/NNG,1,0,0,1,0,Medium,1
의/JKG;선/NNG,1,0,0,1,0,Medium,1
의/JKG;선전/NNG,1,0,1,0,0,Low,1
의/JKG;성금/NNG,1,1,0,0,0,High,1
의/JKG;세계/NNG,5,0.2,0,0.8,0,Medium,0.8
의/JKG;세대/NNG,1,0,0,1,0,Medium,1
의/JKG;소설/NNG,1,0,0,1,0,Medium,1
의/JKG;속도/NNG,1,0,0,1,0,Medium,1
의/JKG;손/NNG,1,0,0,1,0,Medium,1
의/JKG;숲/NNG,1,0,0,1,0,Medium,1
의/JKG;시간/NNG,1,0,0,1,0,Medium,1
의/JKG;시나리오/NNG,1,0,1,0,0,Low,1
의/JKG;시대/NNG,1,0,0,1,0,Medium,1
의/JKG;식민/NNG,1,0,0,1,0,Medium,1
의/JKG;신기/NNG,1,0,0,1,0,Medium,1
의/JKG;실정/NNG,1,0,1,0,0,Low,1
의/JKG;심리/NNG,1,0,1,0,0,Low,1
의/JKG;쓸쓸/XR,1,0,1,0,0,Low,1
의/JKG;아이/NNG,1,0,0,1,0,Medium,1
의/JKG;아픔/NNG,2,0,0.5,0.5,0,Low,0.5
의/JKG;안무가/NNG,1,1,0,0,0,High,1
의/JKG;안정/NNG,1,1,0,0,0,High,1
의/JKG;얘기/NNG,1,0,0,1,0,Medium,1
의/JKG;여백/NNG,1,0,0,1,0,Medium,1
의/JKG;여성/NNG,1,0,0,1,0,Medium,1
의/JKG;역사/NNG,1,0,1,0,0,Low,1
의/JKG;연기/NNG,1,0,0,1,0,Medium,1
의/JKG;연속/NNG,1,0,0,1,0,Medium,1
의/JKG;열정/NNG,1,0,0,1,0,Medium,1
의/JKG;영산/NNG,1,0,0,1,0,Medium,1
의/JKG;영역/NNG,1,0,0,1,0,Medium,1
의/JKG;영화/NNG,1,0,1,0,0,Low,1
의/JKG;예술/NNG,2,0,0,1,0,Medium,1
의/JKG;울림/NNG,1,0,0,1,0,Medium,1
의/JKG;원천/NNG,1,0,0,1,0,Medium,1
의/JKG;입/NNG,1,1,0,0,0,High,1
의/JKG;잉태/NNG,1,0,0,1,0,Medium,1
의/JKG;자동차/NNG,1,0,1,0,0,Low,1
의/JKG;자리/NNG,1,0,0,1,0,Medium,1
의/JKG;자세/NNG,1,0,0,1,0,Medium,1
의/JKG;자신만만/XR,1,0,0,1,0,Medium,1
의/JKG;자연/NNG,1,0,0,1,0,Medium,1
의/JKG;재롱떨*/VV,1,0,0,1,0,Medium,1
의/JKG;재앙/NNG,1,0,0,1,0,Medium,1
의/JKG;쟁점/NNG,1,1,0,0,0,High,1
의/JKG;저술/NNG,1,0,0,1,0,Medium,1
의/JKG;적정/NNG,1,0,0,1,0,Medium,1
의/JKG;전조/NNG,1,0,0,1,0,Medium,1
의/JKG;전투/NNG,1,0,1,0,0,Low,1
의/JKG;절반/NNG,1,0,0,1,0,Medium,1
의/JKG;정/NNG,1,0,0,1,0,Medium,1
의/JKG;정기/NNG,1,1,0,0,0,High,1
의/JKG;정서/NNG,1,0,0,1,0,Medium,1
의/JKG;정취/NNG,1,0,0,1,0,Medium,1
의/JKG;정치/NNG,1,1,0,0,0,High,1
의/JKG;주류/NNG,1,0,0,1,0,Medium,1
의/JKG;주체/NNG,1,0,0,1,0,Medium,1
의/JKG;중요/XR,1,0,0,1,0,Medium,1
의/JKG;즐겁/VA,1,0,0,1,0,Medium,1
의/JKG;지갑/NNG,1,0,0,1,0,Medium,1
의/JKG;지배/NNG,1,0,0,1,0,Medium,1
의/JKG;지진/NNG,1,0,0,1,0,Medium,1
의/JKG;지휘자/NNG,1,1,0,0,0,High,1
의/JKG;질환/NNG,1,0,0,1,0,Medium,1
의/JKG;집/NNG,1,0,0,1,0,Medium,1
의/JKG;집단/NNG,1,0,0,1,0,Medium,1
의/JKG;책임자/NNG,1,0,1,0,0,Low,1
의/JKG;최고/NNG,1,1,0,0,0,High,1
의/JKG;특성/NNG,1,0,0,1,0,Medium,1
의/JKG;편리/NNG,1,0,0,1,0,Medium,1
의/JKG;편안/NNG,1,0,1,0,0,Low,1
의/JKG;표상/NNG,1,0,1,0,0,Low,1
의/JKG;풍성/XR,1,0,0,1,0,Medium,1
의/JKG;피/NNG,1,0,0,1,0,Medium,1
의/JKG;필기/NNG,1,0,0,1,0,Medium,1
의/JKG;한가/XR,1,0,1,0,0,Low,1
의/JKG;한계/NNG,1,0,0,1,0,Medium,1
의/JKG;행사/NNG,1,0,0,1,0,Medium,1
의/JKG;현실/NNG,1,0,0,1,0,Medium,1
의/JKG;현재/NNG,1,0,1,0,0,Low,1
의/JKG;혐의/NNG,1,1,0,0,0,High,1
의/JKG;형제/NNG,1,0,0,1,0,Medium,1
의/JKG;확대/NNG,1,1,0,0,0,High,1
의/JKG;활기/NNG,1,0,0,1,0,Medium,1
의/JKG;회화/NNG,1,0,1,0,0,Low,1
의/JKG;흥행/NNG,2,1,0,0,0,High,1
의/JKG;희박/XR,1,1,0,0,0,High,1
의/JKG;힘/NNG,1,0,0,1,0,Medium,1
의견/NNG;을/JKO,1,0,0,1,0,Medium,1
의견/NNG;이/JKS,1,0,0,1,0,Medium,1
의구심/NNG;도/JX,1,1,0,0,0,High,1
의도/NNG;가/JKS,1,0,0,1,0,Medium,1
의도/NNG;를/JKO,1,0,0,1,0,Medium,1
의도/NNG;적/XSN,1,0,0,1,0,Medium,1
의무/NNG;가/JKS,1,0,1,0,0,Low,1
의문/NNG;을/JKO,1,1,0,0,0,High,1
의미/NNG;가/JKS,1,0,0,1,0,Medium,1
의미/NNG;에서/JKB,1,0,0,0,1,None,1
의미/NNG;있/VV,1,0,0,1,0,Medium,1
의미/NNG;하/XSA,1,0,0,1,0,Medium,1
의사/NNG;를/JKO,1,0,0,1,0,Medium,1
의식/NNG;장애/NNG,1,0,0,1,0,Medium,1
의식/NNG;적/XSN,1,0,0,1,0,Medium,1
의식/NNG;하/XSV,1,0,0,1,0,Medium,1
의심/NNG;받/VV,1,0,0,1,0,Medium,1
의아/NNG;스럽/XSA,1,0,0,1,0,Medium,1
의아/XR;하/XSA,1,0,1,0,0,Low,1
의외/NNG;의/JKG,1,0,1,0,0,Low,1
의욕/NNG;저하/NNG,1,0,0,1,0,Medium,1
의존/NNG;성/XSN,1,0,0,1,0,Medium,1
의지/NNG;와/JC,1,0,1,0,0,Low,1
의지/NNG;퇴색/NNG,1,0,1,0,0,Low,1
의지/NNG;하/XSV,1,0,0,1,0,Medium,1
의하/VV;아/EC,1,1,0,0,0,High,1
의학/NNG;지식/NNG,1,0,0,1,0,Medium,1
의혹/NNG;을/JKO,3,1,0,0,0,High,1
이*/JKS;새/VV,1,1,0,0,0,High,1
이/JKC;되/VV,12,0.166666667,0,0.833333333,0,Medium,0.833333333
이/JKC;아니/VCN,11,0.181818182,0.090909091,0.272727273,0.454545455,None,0.454545455
이/JKC;안/MAG,1,0,0,1,0,Medium,1
이/JKS;가/VV,1,0,0,1,0,Medium,1
이/JKS;가장/MAG,1,0,0,1,0,Medium,1
이/JKS;가족/NNG,1,0,0,1,0,Medium,1
이/JKS;각별/XR,1,1,0,0,0,High,1
이/JKS;갇히/VV,1,0,0,1,0,Medium,1
이/JKS;갑자기/MAG,1,0,1,0,0,Low,1
이/JKS;거세/VA,1,1,0,0,0,High,1
이/JKS;거의/MAG,1,0,0,1,0,Medium,1
이/JKS;걸리/VV,1,0,0,1,0,Medium,1
이/JKS;결여/NNG,1,0,0,1,0,Medium,1
이/JKS;고르/VA,1,0,0,1,0,Medium,1
이/JKS;고이/VV,1,0,0,1,0,Medium,1
이/JKS;고조/NNG,2,0,0,1,0,Medium,1
이/JKS;곤란/NNG,1,0,0,1,0,Medium,1
이/JKS;골고루/MAG,1,0,0,1,0,Medium,1
이/JKS;공존/NNG,1,0,0,1,0,Medium,1
이/JKS;공포/NNG,1,0,0,1,0,Medium,1
이/JKS;과중/XR,1,0,0,1,0,Medium,1
이/JKS;관람객/NNG,1,0,0,1,0,Medium,1
이/JKS;교포/NNG,1,0,0,1,0,Medium,1
이/JKS;구별/NNG,1,0,0,1,0,Medium,1
이/JKS;국기/NNG,1,0,0,1,0,Medium,1
이/JKS;그치/VV,1,0,0,1,0,Medium,1
이/JKS;기쁘/VA,1,0,0,1,0,Medium,1
이/JKS;깃들/VV,1,0,0,1,0,Medium,1
이/JKS;깔리/VV,1,0,0,1,0,Medium,1
이/JKS;끊/VV,1,0,0,1,0,Medium,1
이/JKS;끊기/VV,1,0,0,1,0,Medium,1
이/JKS;나/NP,1,0,0,1,0,Medium,1
이/JKS;나/VV,2,0,0,1,0,Medium,1
이/JKS;나오/VV,6,0,0,1,0,Medium,1
이/JKS;날카롭/VA,1,0,0,1,0,Medium,1
이/JKS;남발/NNG,1,0,1,0,0,Low,1
이/JKS;낮/VA,1,0,0,1,0,Medium,1
이/JKS;너무/MAG,1,0,0,1,0,Medium,1
이/JKS;넓/VA,1,0,0,1,0,Medium,1
이/JKS;높/VA,11,0.363636364,0.181818182,0.454545455,0,Medium,0.454545455
이/JKS;늘어나/VV,1,0,0,1,0,Medium,1
이/JKS;다/MAG,3,0,0,0.666666667,0.333333333,Medium,0.666666667
이/JKS;다시/MAG,1,0,0,1,0,Medium,1
이/JKS;다양/XR,1,0,0,1,0,Medium,1
이/JKS;달라지/VV,1,0,0,1,0,Medium,1
이/JKS;대여/NNG,1,0,0,1,0,Medium,1
이/JKS;대표/NNG,1,0,0,1,0,Medium,1
이/JKS;더/MAG,1,0,0,1,0,Medium,1
이/JKS;더욱/MAG,1,0,0,1,0,Medium,1
이/JKS;도움/NNG,1,0,0,1,0,Medium,1
이/JKS;돋보이/VV,1,0,0,1,0,Medium,1
이/JKS;동/NNG,1,1,0,0,0,High,1
이/JKS;두/MM,1,0,0,1,0,Medium,1
이/JKS;두드러지/VA,1,0,0,1,0,Medium,1
이/JKS;뒤섞이/VV,1,0,1,0,0,Low,1
이/JKS;드물/VA,1,0,0,1,0,Medium,1
이/JKS;들/VV,4,0.25,0,0.75,0,Medium,0.75
이/JKS;들어오/VV,1,0,1,0,0,Low,1
이/JKS;떨리/VV,1,0,0,1,0,Medium,1
이/JKS;뛰/VV,1,1,0,0,0,High,1
이/JKS;마비/NNG,1,0,0,1,0,Medium,1
이/JKS;많/VA,4,0,0.25,0.75,0,Medium,0.75
이/JKS;많이/MAG,3,0,0,1,0,Medium,1
이/JKS;매우/MAG,1,1,0,0,0,High,1
이/JKS;머리/NNG,1,0,1,0,0,Low,1
이/JKS;모으/VV,1,0,0,1,0,Medium,1
이/JKS;모이/VV,1,0,0,1,0,Medium,1
이/JKS;모자라/VV,1,0,0,1,0,Medium,1
이/JKS;무엇/NP,1,0,0,1,0,Medium,1
이/JKS;물음표/NNG,1,0,0,1,0,Medium,1
이/JKS;뭐/NP,3,0,0.666666667,0.333333333,0,Low,0.666666667
이/JKS;미국/NNP,1,0,1,0,0,Low,1
이/JKS;배/VV,1,0,0,1,0,Medium,1
이/JKS;번식/NNG,1,0,0,1,0,Medium,1
이/JKS;벌어지/VV,2,0.5,0,0.5,0,High,0.5
이/JKS;부각/NNG,1,1,0,0,0,High,1
이/JKS;부끄럽/VA,1,0,0,1,0,Medium,1
이/JKS;부르트/VV,1,0,0,1,0,Medium,1
이/JKS;부족/NNG,1,0,0,1,0,Medium,1
이/JKS;불/VV,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
이/JKS;비슷/XR,1,0,1,0,0,Low,1
이/JKS;빠르/VA,1,0,0,1,0,Medium,1
이/JKS;사실/NNG,2,0,0,1,0,Medium,1
이/JKS;상쾌/XR,1,0,0,1,0,Medium,1
이/JKS;새롭/VA,1,0,1,0,0,Low,1
이/JKS;생겨나/VV,1,0,0,1,0,Medium,1
이/JKS;생기/VV,2,0,0.5,0.5,0,Low,0.5
이/JKS;서로/MAG,1,0,1,0,0,Low,1
이/JKS;서울/NNP,1,0,1,0,0,Low,1
이/JKS;섬/NNG,1,0,0,1,0,Medium,1
이/JKS;성공/NNG,1,0,0,1,0,Medium,1
이/JKS;쉽/VA,1,0,1,0,0,Low,1
이/JKS;시작/NNG,1,0,0,1,0,Medium,1
이/JKS;시집/NNG,1,0,0,1,0,Medium,1
이/JKS;쏟아지/VV,1,0,0,1,0,Medium,1
이/JKS;쏠리/VV,1,0,0,1,0,Medium,1
이/JKS;쏴아아/MAG,1,0,0,1,0,Medium,1
이/JKS;씁쓸/XR,1,0,0,1,0,Medium,1
이/JKS;아이/NNG,1,0,0,1,0,Medium,1
이/JKS;안/MAG,2,0.5,0,0.5,0,High,0.5
이/JKS;알/VV,1,0,0,1,0,Medium,1
이/JKS;앞서/VV,1,0,0,1,0,Medium,1
이/JKS;약하/VA,1,0,0,1,0,Medium,1
이/JKS;얼마나/MAG,1,0,0,1,0,Medium,1
이/JKS;없/VA,19,0.105263158,0.210526316,0.631578947,0.052631579,Medium,0.631578947
이/JKS;없이/MAG,1,0,0,1,0,Medium,1
이/JKS;여물/VA,1,0,0,1,0,Medium,1
이/JKS;여지/NNG,1,1,0,0,0,High,1
이/JKS;오/VV,1,0,0,1,0,Medium,1
이/JKS;외국/NNG,1,1,0,0,0,High,1
이/JKS;우리/NP,2,0,0,1,0,Medium,1
이/JKS;우선/NNG,1,0,1,0,0,Low,1
이/JKS;위기/NNG,1,0,0,1,0,Medium,1
이/JKS;이/MM,1,0,1,0,0,Low,1
이/JKS;이기/VV,1,0,0,1,0,Medium,1
이/JKS;일/VV,2,0,0,1,0,Medium,1
이/JKS;일반/NNG,1,0,0,1,0,Medium,1
이/JKS;일어나/VV,1,0,0,1,0,Medium,1
이/JKS;있/VA,1,0,0,1,0,Medium,1
이/JKS;있/VV,13,0.153846154,0.076923077,0.769230769,0,Medium,0.769230769
이/JKS;적/VA,4,0.25,0,0.75,0,Medium,0.75
이/JKS;전국/NNG,1,0,0,1,0,Medium,1
이/JKS;전시장/NNG,1,0,0,1,0,Medium,1
이/JKS;점점/MAG,1,0,0,1,0,Medium,1
이/JKS;접근/NNG,1,0,0,1,0,Medium,1
이/JKS;제대로/MAG,1,0,0,1,0,Medium,1
이/JKS;제시/NNG,1,0,0,1,0,Medium,1
이/JKS;제아무리/MAG,1,0,0,1,0,Medium,1
이/JKS;조성/NNG,1,0,0,1,0,Medium,1
이/JKS;존재/NNG,1,0,0,1,0,Medium,1
이/JKS;좋/VA,2,0,0,1,0,Medium,1
이/JKS;주로/MAG,1,0,1,0,0,Low,1
이/JKS;지/VV,1,0,0,1,0,Medium,1
이/JKS;지나치/VA,1,0,0,1,0,Medium,1
이/JKS;찾아오/VV,1,0,0,1,0,Medium,1
이/JKS;처음/NNG,1,0,0,1,0,Medium,1
이/JKS;충실/NNG,1,0,0,1,0,Medium,1
이/JKS;치열/NNG,1,0,0,1,0,Medium,1
이/JKS;크/VA,1,0,0,1,0,Medium,1
이/JKS;텍스트/NNG,1,0,0,1,0,Medium,1
이/JKS;통하/VV,1,1,0,0,0,High,1
이/JKS;팔리/VV,1,1,0,0,0,High,1
이/JKS;편중/NNG,1,0,1,0,0,Low,1
이/JKS;필요/NNG,3,0.333333333,0,0.333333333,0.333333333,High,0.333333333
이/JKS;하/VV,1,0,0,1,0,Medium,1
이/JKS;한/MM,1,0,0,1,0,Medium,1
이/JKS;함께/MAG,1,0,0,1,0,Medium,1
이/JKS;항생/NNG,1,0,1,0,0,Low,1
이/JKS;해외/NNG,1,0,1,0,0,Low,1
이/JKS;해이/NNG,1,0,0,1,0,Medium,1
이/JKS;허물/VV,1,0,0,1,0,Medium,1
이/JKS;환하/VA,1,0,0,1,0,Medium,1
이/JKS;흉내/NNG,1,0,0,1,0,Medium,1
이/JKS;흐르/VV,3,0,0,1,0,Medium,1
이/JKS;힘들/VA,1,0,1,0,0,Low,1
이/MM;결단/NNG,1,1,0,0,0,High,1
이/MM;말/NNG,1,0,0,1,0,Medium,1
이/MM;밖/NNG,1,0,0,0,1,None,1
이/MM;상쾌/XR,1,0,0,1,0,Medium,1
이/MM;세상/NNG,1,1,0,0,0,High,1
이/MM;시집/NNG,1,0,0,1,0,Medium,1
이/MM;음악/NNG,1,0,0,1,0,Medium,1
이/MM;지구/NNG,1,0,0,1,0,Medium,1
이/MM;지역/NNG,1,0,1,0,0,Low,1
이/MM;집/NNG,1,0,0,1,0,Medium,1
이/MM;행사/NNG,1,0,0,1,0,Medium,1
이/NP;같/VA,1,0,0,1,0,Medium,1
이/NP;들/XSN,1,0,0,1,0,Medium,1
이/NP;를/JKO,2,0,0,1,0,Medium,1
이/NP;에/JKB,1,0,1,0,0,Low,1
이/NP;와/JKB,1,0,0,0,1,None,1
이/VCP;거나/EC,1,0,0,1,0,Medium,1
이/VCP;겠/EP,1,0,0,1,0,Medium,1
이/VCP;고/EC,6,0,0,0.666666667,0.333333333,Medium,0.666666667
이/VCP;기/ETN,1,0,0,1,0,Medium,1
이/VCP;ㄴ/ETM,26,0.192307692,0.153846154,0.615384615,0.038461538,Medium,0.615384615
이/VCP;ㄴ가/EC,1,0,0,1,0,Medium,1
이/VCP;ㄴ가/EF,5,0.2,0,0.2,0.6,None,0.6
이/VCP;ㄴ데/EF,1,0,0,0,1,None,1
이/VCP;ㄴ들/EC,1,0,0,1,0,Medium,1
이/VCP;ㄴ지/EC,5,0,0.2,0.4,0.4,Medium,0.4
이/VCP;냐/EF,1,0,0,1,0,Medium,1
이/VCP;다/EC,1,0,0,1,0,Medium,1
이/VCP;다/EF,21,0.047619048,0.142857143,0.380952381,0.428571429,None,0.428571429
이/VCP;든/EC,1,1,0,0,0,High,1
이/VCP;든지/EC,2,0.5,0,0.5,0,High,0.5
이/VCP;ㄹ/ETM,3,0,0,1,0,Medium,1
이/VCP;ㄹ까/EF,1,0,0,0,1,None,1
이/VCP;라고/EC,3,0,0.333333333,0.666666667,0,Medium,0.666666667
이/VCP;라는/ETM,4,0,0,0.5,0.5,Medium,0.5
이/VCP;라도/EC,2,0,0,0.5,0.5,Medium,0.5
이/VCP;라면/EC,1,0,0,1,0,Medium,1
이/VCP;ㅁ/ETN,1,0,0,1,0,Medium,1
이/VCP;며/EC,3,0,0,1,0,Medium,1
이/VCP;면서/EC,2,0.5,0,0.5,0,High,0.5
이/VCP;ㅂ니다/EF,6,0,0.166666667,0.833333333,0,Medium,0.833333333
이/VCP;야/EF,3,0,0.333333333,0.666666667,0,Medium,0.666666667
이/VCP;어야/EC,1,0,0,1,0,Medium,1
이/VCP;었/EP,6,0,0.166666667,0.833333333,0,Medium,0.833333333
이/VCP;자/EC,1,0,0,1,0,Medium,1
이/VCP;지요/EF,1,0,1,0,0,Low,1
이거/NP;그리/VV,1,0,0,1,0,Medium,1
이것/NP;도/JX,1,1,0,0,0,High,1
이견/NNG;이/JKS,1,0,0,1,0,Medium,1
이권/NNG;개입/NNG,1,0,0,1,0,Medium,1
이기/NNG;가/JKS,1,1,0,0,0,High,1
이기/NNG;적/XSN,2,0.5,0,0.5,0,High,0.5
이기/VV;었/EP,1,0,0,1,0,Medium,1
이끌/VV;어/EC,1,0,0,1,0,Medium,1
이나/JC;생각/NNG,1,0,0,1,0,Medium,1
이나/JC;이빨/NNG,1,0,0,1,0,Medium,1
이나/JX;되/VV,1,1,0,0,0,High,1
이나/JX;지나/VV,1,0,0,1,0,Medium,1
이념/NNG;적/XSN,1,0,0,1,0,Medium,1
이라고/JKQ;단언/NNG,1,1,0,0,0,High,1
이라고/JKQ;밝히/VV,1,0,1,0,0,Low,1
이라고/JKQ;지적/NNG,1,0,0,1,0,Medium,1
이라고/JKQ;해명/NNG,1,0,0,1,0,Medium,1
이러/XR;하/XSA,1,0,0,0,1,None,1
이런/MM;깨우치/VV,1,0,0,1,0,Medium,1
이런/MM;깨치/VV,1,0,0,1,0,Medium,1
이런/MM;성향/NNG,1,0,0,1,0,Medium,1
이런저런/MM;얘기/NNG,1,0,0,1,0,Medium,1
이렇/VA;게/EC,1,0,0,0,1,None,1
이렇/VA;다/EC,1,0,0,1,0,Medium,1
이렇/VA;듯/EC,1,0,0,0,1,None,1
이루/MAG;말/NNG,2,1,0,0,0,High,1
이루/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
이루/VV;어/EC,2,0,0,1,0,Medium,1
이루/VV;었/EP,1,0,0,1,0,Medium,1
이름/NNG;이/VCP,2,0,0,1,0,Medium,1
이름나/VV;ㄴ/ETM,1,1,0,0,0,High,1
이리/MAG;사랑/NNG,1,1,0,0,0,High,1
이미/MAG;동료/NNG,1,0,0,1,0,Medium,1
이미/MAG;예상/NNG,1,0,0,1,0,Medium,1
이민자/NNG;들/XSN,1,0,0,1,0,Medium,1
이번/NNG;이/JKS,1,0,0,1,0,Medium,1
이벤트/NNG;가/JKS,1,0,0,1,0,Medium,1
이벤트/NNG;이/VCP,1,0,0,1,0,Medium,1
이빨/NNG;에/JKB,1,0,0,1,0,Medium,1
이상/NNG;가/VV,1,0,0,1,0,Medium,1
이상/NNG;교통/NNG,1,0,0,1,0,Medium,1
이상/NNG;두/VV,1,1,0,0,0,High,1
이상/NNG;뒤떨어지/VV,1,0,0,1,0,Medium,1
이상/NNG;보/VV,1,0,0,1,0,Medium,1
이상/NNG;에/JKB,1,0,0,1,0,Medium,1
이상/NNG;하/XSA,1,0,1,0,0,Low,1
이상/NNG;확실/XR,1,0,0,1,0,Medium,1
이상/XR;하/XSA,1,0,0,1,0,Medium,1
이색/NNG;적/XSN,1,0,0,1,0,Medium,1
이야기/NNG;로서/JKB,1,0,1,0,0,Low,1
이야기/NNG;를/JKO,3,0,0.333333333,0.666666667,0,Medium,0.666666667
이야기/NNG;하/XSV,2,0,0,1,0,Medium,1
이역만리/NNG;에서/JKB,1,0,0,1,0,Medium,1
이용/NNG;가치/NNG,1,0,0,1,0,Medium,1
이용/NNG;하/XSV,1,0,1,0,0,Low,1
이용법/NNG;을/JKO,1,0,1,0,0,Low,1
이유/NNG;가/JKS,2,0.5,0,0.5,0,High,0.5
이유/NNG;이/VCP,3,0,0.333333333,0.666666667,0,Medium,0.666666667
이전/NNG;부터/JX,1,0,0,1,0,Medium,1
이제/MAG;너무/MAG,1,0,0,1,0,Medium,1
이제/MAG;다시/MAG,1,0,0,1,0,Medium,1
이제/MAG;소수/NNG,1,0,0,1,0,Medium,1
이제/MAG;아무/MM,1,1,0,0,0,High,1
이제/NNG;ㄴ/JX,1,0,0,1,0,Medium,1
이제/NNG;부터/JX,2,0,0,1,0,Medium,1
이채/NNG;롭/XSA,3,0,0,1,0,Medium,1
이한탁/NNP;씨/NNB,1,0,0,1,0,Medium,1
이해/NNG;는/JX,1,0,1,0,0,Low,1
이해/NNG;되/XSV,1,0,0,1,0,Medium,1
이해/NNG;하/XSV,6,0,0.166666667,0.833333333,0,Medium,0.833333333
이해득실/NNG;을/JKO,1,0,0,1,0,Medium,1
이후/NNG;로/JKB,1,0,1,0,0,Low,1
익사/NNG;위험/NNG,1,0,0,1,0,Medium,1
익살/NNG;스럽/XSA,1,0,0,1,0,Medium,1
익숙/XR;하/XSA,3,0,0,1,0,Medium,1
인/NNG;하/XSV,1,0,1,0,0,Low,1
인간/NNG;답/XSA,1,1,0,0,0,High,1
인간/NNG;들/XSN,1,1,0,0,0,High,1
인간/NNG;은/JX,1,0,0,1,0,Medium,1
인간/NNG;의/JKG,1,0,1,0,0,Low,1
인건비/NNG;부담/NNG,1,0,0,1,0,Medium,1
인기/NNG;가도/NNG,1,0,0,1,0,Medium,1
인기/NNG;높/VA,1,0,0,1,0,Medium,1
인기/NNG;를/JKO,9,0.333333333,0,0.666666667,0,Medium,0.666666667
인기/NNG;이/VCP,6,0.333333333,0,0.666666667,0,Medium,0.666666667
인상/NNG;을/JKO,1,0,0,1,0,Medium,1
인상/NNG;적/XSN,2,0.5,0,0.5,0,High,0.5
인생/NNG;은/JX,1,0,0,1,0,Medium,1
인생/NNG;을/JKO,1,0,1,0,0,Low,1
인식/NNG;등/NNB,1,0,1,0,0,Low,1
인식/NNG;을/JKO,1,0,1,0,0,Low,1
인식/NNG;의/JKG,1,0,0,1,0,Medium,1
인식/NNG;이/JKS,1,0,1,0,0,Low,1
인식/NNG;하/XSV,1,0,0,1,0,Medium,1
인원/NNG;의/JKG,1,1,0,0,0,High,1
인원/NNG;이/JKS,1,0,0,1,0,Medium,1
인정/NNG;되/XSV,1,0,0,1,0,Medium,1
인정/NNG;을/JKO,1,0,0,1,0,Medium,1
인정/NNG;하/XSV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
인종/NNG;차별/NNG,1,0,0,0,1,None,1
인터뷰/NNG;를/JKO,1,1,0,0,0,High,1
일/NNG;아니/VCN,1,0,0,1,0,Medium,1
일/NNG;은/JX,1,0,0,1,0,Medium,1
일/NNG;을/JKO,2,0,0.5,0.5,0,Low,0.5
일/NNG;이/JKC,1,1,0,0,0,High,1
일/NNG;이/JKS,2,0.5,0,0.5,0,High,0.5
일/NNG;이/VCP,8,0.25,0.125,0.5,0.125,Medium,0.5
일/NNG;하/XSV,1,0,1,0,0,Low,1
일/NNP;우호/NNG,1,1,0,0,0,High,1
일관/XR;되/XSV,2,0.5,0,0.5,0,High,0.5
일깨우/VV;고/EC,1,0,1,0,0,Low,1
일깨우/VV;어/EC,1,1,0,0,0,High,1
일반/NNG;적/XSN,1,0,1,0,0,Low,1
일반/NNG;화/XSN,1,0,0,1,0,Medium,1
일방/NNG;추진/NNG,1,0,0,1,0,Medium,1
일본/NNP;과/JC,1,0,0,1,0,Medium,1
일본/NNP;유수/NNG,1,1,0,0,0,High,1
일본군/NNG;으로/JKB,1,0,1,0,0,Low,1
일부/NNG;액수/NNG,1,0,0,1,0,Medium,1
일부/NNG;에/JKB,1,1,0,0,0,High,1
일삼/VV;고/EC,1,0,0,1,0,Medium,1
일색/NNG;이/VCP,1,0,0,1,0,Medium,1
일어나/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
일으키/VV;어서/EC,1,0,0,1,0,Medium,1
일정/NNG;하/XSA,1,0,0,1,0,Medium,1
일종/NNG;의/JKG,1,0,0,0,1,None,1
일직선/NNG;시멘트/NNG,1,0,0,1,0,Medium,1
일찍/MAG;나가/VV,1,0,0,1,0,Medium,1
일체/NNG;의/JKG,1,0,0,1,0,Medium,1
일터/NNG;에/JKB,1,0,0,1,0,Medium,1
읽/VV;게/EC,1,0,0,1,0,Medium,1
읽/VV;고/EC,1,0,1,0,0,Low,1
읽/VV;다가/EC,1,0,1,0,0,Low,1
읽/VV;으면/EC,1,0,0,1,0,Medium,1
잃어버리/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
임금/NNG;남성/NNG,1,0,1,0,0,Low,1
임금/NNG;노동자/NNG,1,0,0,1,0,Medium,1
임금/NNG;심위/NNG,1,0,0,1,0,Medium,1
임금/NNG;의/JKG,1,0,0,1,0,Medium,1
임금제/NNG;의/JKG,1,0,0,1,0,Medium,1
입/NNG;문지르/VV,1,0,0,1,0,Medium,1
